PARTNAME,PDES,TQUANT,TUNITNAME,PRICE,VPRICE,PURCHASEPRICE,ICODE,DUEDATE,CLOSEDBOOL,TBALANCE,PACKBALANCE,TAXSUM,PACKED,PACKPACKED,PERCENT,DISPRICE,QPRICE,VATPRICE,QPROFIT,QPROFITPERCENT,PRICEBAL,CODE,PRSOURCENAME,PURSOURCENAME,NUMPACK,PACKCODE,MODELNAME,PLANHOURSD,PLANHOURSSUM,REVNAME,VATFLAGA,COMMISSION,COMMISSION2,BARCODE,SERIALNAME,CUSTPARTNAME,CUSTPARTBARCODE,YOURORDLINE,QUANT,ABALANCE,PBALANCE,UNITNAME,UNSPSCCODE,UNSPSCDES,CLUSTNAME,MRP,ATP,PDATE,PRDATE,CASHFLOWDATE,DCODE,CODEDES,BUDCODE,COSTCNAME,EXCH,PBONUSFLAG,ORDISTATUSDES,COPYFAVSUPFLAG,SUPNAME,OBFLAG,PREPAYED,PAYCUSTNAME,PARTTREEFLAG,PURTAXPERCENT,PAYCUSTDES,LCODE,LEXCH,PROJCOSTFLAG,MPARTNAME,MPARTDES,MMPARTNAME,REMARK1,REMARK2,KITNUM,QRANKCODE,QRANKDES,DCMONTHS,MINEXPDAYS,WARHSREMARK,DEALNAME,DLINE,CHARGEPULSES,DS,RRMETHODNAME,RRMETHODDES,RRTIMINGNAME,RRTIMINGDES,FROMDATE,TODATE,AFLAG,SOF_EXTFILENAME,Y_4060_5_ESH,ORDI,KLINE,ORDNAME
20004044,בד ואלוטו מס' 44 אפור בהיר,26.0,מטר,55.0,64.35,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,55.0,1430.0,1673.1,1430.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20004044,,,,0,26.0,0.0,26.0,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20004044,,,0,,,0,0,,,0,,,,,,,,,,,VELUTTO 44 LIGTH GREY,3868,1,1002807
20012040,בד מאלומה מס' 40 אפור בהיר,7.0,מטר,54.19,63.4,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,54.19,379.33,443.82,379.33,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20012040,,,,0,7.0,0.0,7.0,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20012040,,,0,,,0,0,,,0,,,,,,,,,,,MALUMA NO.40 LIGHT GREY,3867,1,1002806
20022340,בד טריבו מס' 340 ירוק,0.9,מטר,69.0,80.73,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,69.0,62.1,72.66,62.1,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20022340,,,,0,0.9,0.0,0.9,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20022340,,,0,,,0,0,,,0,,,,,,,,,,,TRIBO NO 340 green,3866,1,1002805
20004020,בד ואלוטו מס' 20 אפור אלפנט,0.5,מטר,69.0,80.73,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,69.0,34.5,40.37,34.5,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20004020,,,,0,0.5,0.0,0.5,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20004020,,,0,,,0,0,,,0,,,,,,,,,,,VELUTTO NO 20 GRAY elephant,3864,1,1002804
20001800,בד קווארץ מס' 800 שחור,6.0,מטר,49.0,57.33,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,49.0,294.0,343.98,294.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20001800,,,,0,6.0,0.0,6.0,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20001800,,,0,,,0,0,,,0,,,,,,,,,,,QUARTZ NO 800 BLACK,3862,1,1002803
10000000,עור ברלין שחור,282.75,SQF,9.9,11.58,0.0,"ש""ח",2024-05-09T00:00:00Z,,282.75,0,0.0,0,0,0.0,9.9,2799.23,3275.1,2799.23,0.0,2799.23,"ש""ח",ידני,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,10000000,,,,0,282.75,282.75,282.75,SQF,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,10000000,,,0,,,0,0,,,0,,,,,,,,,,,LEATHERS,3863,1,1002802
10000000,עור פיקס אבן ספיישל,128.5,SQF,10.0,11.7,0.0,"ש""ח",2024-05-09T00:00:00Z,,128.5,0,0.0,0,0,0.0,10.0,1285.0,1503.45,1285.0,0.0,1285.0,"ש""ח",ידני,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,10000000,,,,0,128.5,128.5,128.5,SQF,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,10000000,,,0,,,0,0,,,0,,,,,,,,,,,LEATHERS,3865,2,1002802
20004002,בד ואלוטו מס' 2 בז' אפור,5.0,מטר,69.0,80.73,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,69.0,345.0,403.65,345.0,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20004002,,,,0,5.0,0.0,5.0,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20004002,,,0,,,0,0,,,0,,,,,,,,,,,VELUTTO NO 2 BEIGE GREY,3861,1,1002801
20022140,בד טריבו מס' 140 אבן,28.0,מטר,69.0,80.73,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,69.0,1932.0,2260.44,1932.0,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20022140,,,,0,28.0,0.0,28.0,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20022140,,,0,,,0,0,,,0,,,,,,,,,,,TRIBO NO 140 stone,3860,1,1002800
11001300,דמוי עור רוגל מס' 300 קויו,2.5,מטר,60.0,70.2,0.0,"ש""ח",2024-05-09T00:00:00Z,,2.5,0,0.0,0,0,0.0,60.0,150.0,175.5,150.0,0.0,150.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,11001300,,,,0,2.5,2.5,2.5,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,11001300,,,0,,,0,0,,,0,,,,,,,,,,,ROGEL NO. 300 CUOIO,3859,1,1002799
20022140,בד טריבו מס' 140 אבן,21.0,מטר,69.0,80.73,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,69.0,1449.0,1695.33,1449.0,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20022140,,,,0,21.0,0.0,21.0,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20022140,,,0,,,0,0,,,0,,,,,,,,,,,TRIBO NO 140 stone,3857,1,1002798
20022170,בד טריבו מס' 170 טאופ בהיר,8.0,מטר,69.0,80.73,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,69.0,552.0,645.84,552.0,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20022170,,,,0,8.0,0.0,8.0,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20022170,,,0,,,0,0,,,0,,,,,,,,,,,TRIBO NO 170 Light taupe,3858,2,1002798
20017004,בד ווג מס' 4 טאופ בהיר,10.0,מטר,49.0,57.33,13.12,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,49.0,490.0,573.3,358.8,273.48,0.0,"ש""ח",מחיר מיוחד ללקוח,מחיר קניה אחרון,0,,,0.0,0.0,,Y,0.0,0.0,20017004,,,,0,10.0,0.0,10.0,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20017004,,,0,,,0,0,,,0,,,,,,,,,,,VOGUE NO 4 LIGTH TAUPE,3855,1,1002797
20017006,בד ווג מס' 6 חום,3.0,מטר,49.0,57.33,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,49.0,147.0,171.99,147.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20017006,,,,0,3.0,0.0,3.0,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20017006,,,0,,,0,0,,,0,,,,,,,,,,,VOGUE NO 6 BROWN,3856,2,1002797
20012014,בד מאלומה מס' 14 אפור,23.0,מטר,45.0,52.65,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,45.0,1035.0,1210.95,1035.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20012014,,,,0,23.0,0.0,23.0,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20012014,,,0,,,0,0,,,0,,,,,,,,,,,MALUMA NO.14 GREY,3854,1,1002796
20012041,בד מאלומה מס' 41 בטון,19.0,מטר,42.0,49.14,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,42.0,798.0,933.66,798.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20012041,,,,0,19.0,0.0,19.0,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20012041,,,0,,,0,0,,,0,,,,,,,,,,,MALUMA NO.41 CONCRETE,3852,1,1002795
10004001,עורות בקר דגם סואבה צבע A-18,1.0,SQF,15.0,17.55,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,-54.25,0,0.0,0,0,0.0,15.0,15.0,17.55,15.0,0.0,-813.75,"ש""ח",ידני,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,10004001,,,,0,1.0,-54.25,1.0,SQF,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,10004001,,,0,,,0,0,,,0,,,,,,,,,,,SUAVE LEATHER,3851,1,1002794
20062102,בד קולומביה מס' 102 לבן,2.0,מטר,55.0,64.35,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,55.0,110.0,128.7,110.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20062102,,,,0,2.0,0.0,2.0,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20062102,,,0,,,0,0,,,0,,,,,,,,,,,COLUMBIA NO 102,3853,1,1002793
20022302,בד טריבו מס' 302 כחול ג'ינס,26.0,מטר,69.0,80.73,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,69.0,1794.0,2098.98,1794.0,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20022302,,,,0,26.0,0.0,26.0,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20022302,,,0,,,0,0,,,0,,,,,,,,,,,TRIBO NO 302 Guines blue,3850,1,1002792
20022302,בד טריבו מס' 302 כחול ג'ינס,32.0,מטר,69.0,80.73,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,69.0,2208.0,2583.36,2208.0,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20022302,,,,0,32.0,0.0,32.0,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20022302,,,0,,,0,0,,,0,,,,,,,,,,,TRIBO NO 302 Guines blue,3898,2,1002792
11001311,דמוי עור רוגל מס' 311 אבן,7.5,מטר,50.0,58.5,0.0,"ש""ח",2024-05-09T00:00:00Z,,7.5,0,0.0,0,0,0.0,50.0,375.0,438.75,375.0,0.0,375.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,11001311,,,,0,7.5,7.5,7.5,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,11001311,,,0,,,0,0,,,0,,,,,,,,,,,ROGEL NO. 311 STONE,3849,1,1002791
20004042,בד ואלוטו מס' 42 לבן,11.5,מטר,59.0,69.03,0.0,"ש""ח",2024-05-09T00:00:00Z,,11.5,0,0.0,0,0,0.0,59.0,678.5,793.85,678.5,0.0,678.5,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20004042,,,,0,11.5,11.5,11.5,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20004042,,,0,,,0,0,,,0,,,,,,,,,,,VELUTTO NO 42 WHITE,3848,1,1002790
11001311,דמוי עור רוגל מס' 311 אבן,7.0,מטר,69.0,80.73,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,69.0,483.0,565.11,483.0,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,11001311,,,,0,7.0,0.0,7.0,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,11001311,,,0,,,0,0,,,0,,,,,,,,,,,ROGEL NO. 311 STONE,3847,1,1002789
20024602,בד דולי מס' 602 תכלת,5.0,מטר,59.78,69.94,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,59.78,298.9,349.71,298.9,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20024602,,,,0,5.0,0.0,5.0,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20024602,,,0,,,0,0,,,0,,,,,,,,,,,DOLLY / BERGAN NO 602,3846,1,1002788
20024904,בד דולי מס' 904 לבן,17.0,מטר,59.78,69.94,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,59.78,1016.26,1189.02,1016.26,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20024904,,,,0,17.0,0.0,17.0,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20024904,,,0,,,0,0,,,0,,,,,,,,,,,DOLLY / BERGAN NO 904,3844,1,1002787
20024602,בד דולי מס' 602 תכלת,2.0,מטר,59.78,69.94,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,59.78,119.56,139.89,119.56,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20024602,,,,0,2.0,0.0,2.0,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20024602,,,0,,,0,0,,,0,,,,,,,,,,,DOLLY / BERGAN NO 602,3845,2,1002787
300193989,סוליד אנד סטריפס מס' 3989137 OPERA,1.0,מטר,130.0,152.1,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,130.0,130.0,152.1,130.0,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,300193989,,,,0,1.0,0.0,1.0,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,300193989,,,0,,,0,0,,,0,,,,,,,,,,,SOLID&STRIP 3989137,3843,1,1002786
15004005,עורות דגם אולדיסטיקו צבע 5 טוקאי,250.0,SQF,18.0,21.06,0.0,"ש""ח",2024-05-09T00:00:00Z,,7.0,0,0.0,0,0,0.0,18.0,4500.0,5265.0,4500.0,0.0,126.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,15004005,,,,0,250.0,7.0,250.0,SQF,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,15004005,,,0,,,0,0,,,0,,,,,,,,,,,OLDISTIKO LEATHERS NO 5 TOCAI,3842,1,1002785
11005128,דמוי עור דקאר מס' 128 קויו,17.0,מטר,69.0,80.73,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,69.0,1173.0,1372.41,1173.0,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,11005128,,,,0,17.0,0.0,17.0,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,11005128,,,0,,,0,0,,,0,,,,,,,,,,,DAKAR 128 COUIO,3841,1,1002784
20044101,בד פאלם מס' 101 טאופ,1.2,מטר,75.0,87.75,0.0,"ש""ח",2024-05-09T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,75.0,90.0,105.3,90.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20044101,,,,0,1.2,0.0,1.2,מטר,,,,,,,2024-05-09T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20044101,,,0,,,0,0,,,0,,,,,,,,,,,PALM\ATLANTIS NO 101,3840,1,1002783
20016355,בד אסטון מס' 355 ירוק זית,1.4,מטר,45.0,52.65,0.0,"ש""ח",2024-05-08T00:00:00Z,Y,1.4,0,0.0,0,0,0.0,45.0,63.0,73.71,63.0,0.0,63.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20016355,,,,0,1.4,1.4,1.4,מטר,,,,,,,2024-05-08T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20016355,,,0,,,0,0,,,0,,,,,,,,,,,ASTON NO. 355 OLIVE,3837,1,1002782
20016550,בד אסטון מס' 550 חרדל,1.4,מטר,45.0,52.65,0.0,"ש""ח",2024-05-08T00:00:00Z,Y,1.4,0,0.0,0,0,0.0,45.0,63.0,73.71,63.0,0.0,63.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20016550,,,,0,1.4,1.4,1.4,מטר,,,,,,,2024-05-08T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20016550,,,0,,,0,0,,,0,,,,,,,,,,,ASTON NO. 550 MOSTARD,3838,2,1002782
20016190,בד אסטון מס' 190 ורוד מסטיק,1.4,מטר,45.0,52.65,0.0,"ש""ח",2024-05-08T00:00:00Z,Y,1.4,0,0.0,0,0,0.0,45.0,63.0,73.71,63.0,0.0,63.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20016190,,,,0,1.4,1.4,1.4,מטר,,,,,,,2024-05-08T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20016190,,,0,,,0,0,,,0,,,,,,,,,,,ASTON NO. 190 GUM PINK,3839,3,1002782
10000000,עור- רגל עור שומני,85.0,SQF,14.0,16.38,0.0,"ש""ח",2024-05-08T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,14.0,1190.0,1392.3,1190.0,0.0,0.0,"ש""ח",ידני,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,10000000,,,,0,85.0,0.0,85.0,SQF,,,,,,,2024-05-08T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,10000000,,,0,,,0,0,,,0,,,,,,,,,,,LEATHERS,3836,1,1002781
20030021,בד קיוטו מס' 21 בז' בהיר,6.0,מטר,59.0,69.03,0.0,"ש""ח",2024-05-08T00:00:00Z,,6.0,0,0.0,0,0,0.0,59.0,354.0,414.18,354.0,0.0,354.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20030021,,,,0,6.0,6.0,6.0,מטר,,,,,,,2024-05-08T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20030021,,,0,,,0,0,,,0,,,,,,,,,,,KYOTO 21,3835,1,1002780
20011007,בד ג'ונאס פוקסיה מס' 7+8,4.1,מטר,79.0,92.43,0.0,"ש""ח",2024-05-08T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,79.0,323.9,378.96,323.9,0.0,0.0,"ש""ח",מחירון לקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20011007,,,,0,4.1,0.0,4.1,מטר,,,,,,,2024-05-08T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20011007,,,0,,,0,0,,,0,,,,,,,,,,,JONAS FUCSIA,3834,1,1002779
20013021,בד גארפילד מס' 21 אפור בטון,15.0,מטר,59.0,69.03,0.0,"ש""ח",2024-05-08T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,59.0,885.0,1035.45,885.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20013021,,,,0,15.0,0.0,15.0,מטר,,,,,,,2024-05-08T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20013021,,,0,,,0,0,,,0,,,,,,,,,,,GARFIELD NO 21 CONCRETE GREY,3832,1,1002778
11001305,דמוי עור רוגל מס' 305 אפור,3.0,מטר,59.0,69.03,0.0,"ש""ח",2024-05-08T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,59.0,177.0,207.09,177.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,11001305,,,,0,3.0,0.0,3.0,מטר,,,,,,,2024-05-08T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,11001305,,,0,,,0,0,,,0,,,,,,,,,,,ROGEL NO. 305 GRIGIO,3833,2,1002778
20001600,בד קווארץ מס' 600 פטרול,3.0,מטר,49.0,57.33,0.0,"ש""ח",2024-05-08T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,49.0,147.0,171.99,147.0,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20001600,,,,0,3.0,0.0,3.0,מטר,,,,,,,2024-05-08T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20001600,,,0,,,0,0,,,0,,,,,,,,,,,QUARTZ NO 600 Patrol,3831,1,1002777
20004031,בד ואלוטו מס' 31 בז',0.9,מטר,59.0,69.03,0.0,"ש""ח",2024-05-08T00:00:00Z,,0.9,0,0.0,0,0,0.0,59.0,53.1,62.13,53.1,0.0,53.1,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20004031,,,,0,0.9,0.9,0.9,מטר,,,,,,,2024-05-08T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20004031,,,0,,,0,0,,,0,,,,,,,,,,,VELUTTO NO 31 BEIGE,3828,1,1002776
20004033,בד ואלוטו מס' 33 ורוד בייבי,0.6,מטר,59.0,69.03,0.0,"ש""ח",2024-05-08T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,59.0,35.4,41.42,35.4,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20004033,,,,0,0.6,0.0,0.6,מטר,,,,,,,2024-05-08T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20004033,,,0,,,0,0,,,0,,,,,,,,,,,VELUTTO NO 33  BABY PINK,3830,2,1002776
20017001,בד ווג מס' 1 בז' בהיר,19.0,מטר,50.0,58.5,13.18,"ש""ח",2024-05-08T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,50.0,950.0,1111.5,699.58,279.36,0.0,"ש""ח",מחיר מיוחד ללקוח,מחיר קניה אחרון,0,,,0.0,0.0,,Y,0.0,0.0,20017001,,,,0,19.0,0.0,19.0,מטר,,,,,,,2024-05-08T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20017001,,,0,,,0,0,,,0,,,,,,,,,,,VOGUE NO 1 LIGHT BEIGE,3826,1,1002775
20017003,בד ווג מס' 3 טאופ,2.5,מטר,50.0,58.5,13.18,"ש""ח",2024-05-08T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,50.0,125.0,146.25,92.05,279.36,0.0,"ש""ח",מחיר מיוחד ללקוח,מחיר קניה אחרון,0,,,0.0,0.0,,Y,0.0,0.0,20017003,,,,0,2.5,0.0,2.5,מטר,,,,,,,2024-05-08T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20017003,,,0,,,0,0,,,0,,,,,,,,,,,VOGUE NO 3 TAUPE,3827,2,1002775
20024806,בד דולי מס' 806 שמפניה,15.5,מטר,65.0,76.05,0.0,"ש""ח",2024-05-08T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,65.0,1007.5,1178.78,1007.5,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20024806,,,,0,15.5,0.0,15.5,מטר,,,,,,,2024-05-08T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20024806,,,0,,,0,0,,,0,,,,,,,,,,,DOLLY / BERGAN NO 806,3825,1,1002774
20004012,בד ואלוטו מס' 12 טורקיז,10.4,מטר,59.0,69.03,0.0,"ש""ח",2024-05-08T00:00:00Z,Y,0.0,0,0.0,0,0,0.0,59.0,613.6,717.91,613.6,0.0,0.0,"ש""ח",מחיר מיוחד ללקוח,עלות תמחירית,0,,,0.0,0.0,,Y,0.0,0.0,20004012,,,,0,10.4,0.0,10.4,מטר,,,,,,,2024-05-08T00:00:00Z,,,,,,1.0,,,,,Y,,,,0.0,,,0.0,,,,20004012,,,0,,,0,0,,,0,,,,,,,,,,,VELUTTO NO 12 turquoise,3824,1,1002773
